question_id,dimension,formula_role,country,method,score
UAI_B,UAI,B,Bangladesh,fo,5
UAI_B,UAI,B,Bangladesh,fu,5
UAI_C,UAI,C,Germany,fc,4
UAI_C,UAI,C,Germany,fr,4
UAI_C,UAI,C,Germany,fo,5
UAI_C,UAI,C,Germany,fu,5
UAI_C,UAI,C,USA,fc,4
UAI_C,UAI,C,USA,fr,4
UAI_C,UAI,C,USA,fo,5
UAI_C,UAI,C,USA,fu,4
UAI_C,UAI,C,Bangladesh,fc,4
UAI_C,UAI,C,Bangladesh,fr,2
UAI_C,UAI,C,Bangladesh,fo,5
UAI_C,UAI,C,Bangladesh,fu,5
UAI_D,UAI,D,Germany,fc,4
UAI_D,UAI,D,Germany,fr,4
UAI_D,UAI,D,Germany,fo,5
UAI_D,UAI,D,Germany,fu,5
UAI_D,UAI,D,USA,fc,3
UAI_D,UAI,D,USA,fr,4
UAI_D,UAI,D,USA,fo,5
UAI_D,UAI,D,USA,fu,5
UAI_D,UAI,D,Bangladesh,fc,4
UAI_D,UAI,D,Bangladesh,fr,1
UAI_D,UAI,D,Bangladesh,fo,5
UAI_D,UAI,D,Bangladesh,fu,5
LTO_A,LTO,A,Germany,fc,5
LTO_A,LTO,A,Germany,fr,5
LTO_A,LTO,A,Germany,fo,5
LTO_A,LTO,A,Germany,fu,5
LTO_A,LTO,A,USA,fc,5
LTO_A,LTO,A,USA,fr,5
LTO_A,LTO,A,USA,fo,5
LTO_A,LTO,A,USA,fu,5
LTO_A,LTO,A,Bangladesh,fc,5
LTO_A,LTO,A,Bangladesh,fr,1
LTO_A,LTO,A,Bangladesh,fo,5
LTO_A,LTO,A,Bangladesh,fu,5
LTO_B,LTO,B,Germany,fc,4
LTO_B,LTO,B,Germany,fr,1
LTO_B,LTO,B,Germany,fo,5
LTO_B,LTO,B,Germany,fu,5
LTO_B,LTO,B,USA,fc,3
LTO_B,LTO,B,USA,fr,4
LTO_B,LTO,B,USA,fo,5
LTO_B,LTO,B,USA,fu,5
LTO_B,LTO,B,Bangladesh,fc,5
LTO_B,LTO,B,Bangladesh,fr,1
LTO_B,LTO,B,Bangladesh,fo,5
LTO_B,LTO,B,Bangladesh,fu,5
LTO_C,LTO,C,Germany,fc,5
LTO_C,LTO,C,Germany,fr,1
LTO_C,LTO,C,Germany,fo,5
LTO_C,LTO,C,Germany,fu,5
LTO_C,LTO,C,USA,fc,5
LTO_C,LTO,C,USA,fr,5
LTO_C,LTO,C,USA,fo,5
LTO_C,LTO,C,USA,fu,5
LTO_C,LTO,C,Bangladesh,fc,5
LTO_C,LTO,C,Bangladesh,fr,1
LTO_C,LTO,C,Bangladesh,fo,5
LTO_C,LTO,C,Bangladesh,fu,5
LTO_D,LTO,D,Germany,fc,3
LTO_D,LTO,D,Germany,fr,4
LTO_D,LTO,D,Germany,fo,5
LTO_D,LTO,D,Germany,fu,5
LTO_D,LTO,D,USA,fc,3
LTO_D,LTO,D,USA,fr,4
LTO_D,LTO,D,USA,fo,5
LTO_D,LTO,D,USA,fu,5
LTO_D,LTO,D,Bangladesh,fc,3
LTO_D,LTO,D,Bangladesh,fr,4
LTO_D,LTO,D,Bangladesh,fo,5
LTO_D,LTO,D,Bangladesh,fu,4
IVR_A,IVR,A,Germany,fc,5
IVR_A,IVR,A,Germany,fr,5
IVR_A,IVR,A,Germany,fo,5
IVR_A,IVR,A,Germany,fu,5
IVR_A,IVR,A,USA,fc,5
IVR_A,IVR,A,USA,fr,5
IVR_A,IVR,A,USA,fo,5
IVR_A,IVR,A,USA,fu,5
IVR_A,IVR,A,Bangladesh,fc,4
IVR_A,IVR,A,Bangladesh,fr,1
IVR_A,IVR,A,Bangladesh,fo,5
IVR_A,IVR,A,Bangladesh,fu,5
IVR_B,IVR,B,Germany,fc,4
IVR_B,IVR,B,Germany,fr,4
IVR_B,IVR,B,Germany,fo,5
IVR_B,IVR,B,Germany,fu,5
IVR_B,IVR,B,USA,fc,4
IVR_B,IVR,B,USA,fr,4
IVR_B,IVR,B,USA,fo,5
IVR_B,IVR,B,USA,fu,5
IVR_B,IVR,B,Bangladesh,fc,4
IVR_B,IVR,B,Bangladesh,fr,1
IVR_B,IVR,B,Bangladesh,fo,5
IVR_B,IVR,B,Bangladesh,fu,5
IVR_C,IVR,C,Germany,fc,4
IVR_C,IVR,C,Germany,fr,5
IVR_C,IVR,C,Germany,fo,5
IVR_C,IVR,C,Germany,fu,5
IVR_C,IVR,C,USA,fc,5
IVR_C,IVR,C,USA,fr,5
IVR_C,IVR,C,USA,fo,5
IVR_C,IVR,C,USA,fu,5
IVR_C,IVR,C,Bangladesh,fc,4
IVR_C,IVR,C,Bangladesh,fr,1
IVR_C,IVR,C,Bangladesh,fo,5
IVR_C,IVR,C,Bangladesh,fu,5
IVR_D,IVR,D,Germany,fc,3
IVR_D,IVR,D,Germany,fr,4
IVR_D,IVR,D,Germany,fo,5
IVR_D,IVR,D,Germany,fu,5
IVR_D,IVR,D,USA,fc,3
IVR_D,IVR,D,USA,fr,4
IVR_D,IVR,D,USA,fo,5
IVR_D,IVR,D,USA,fu,5
IVR_D,IVR,D,Bangladesh,fc,3
IVR_D,IVR,D,Bangladesh,fr,5
IVR_D,IVR,D,Bangladesh,fo,5
IVR_D,IVR,D,Bangladesh,fu,5
